filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
country.00000.9.wav,66149,0.366782635,0.083325118,0.239373699,0.000927319,2703.933625,125923.2854,2788.838326,54527.86499,6143.919772,1163262.952,0.121503155,0.000450189,0.000100404,0.040334694,-0.001192525,0.006132396,83.35433468,-8.578875542,378.6791382,75.66523743,147.7615662,-1.553798199,95.76359558,25.78285408,86.43561554,16.50060272,114.584938,2.857517004,58.76881027,1.343938351,54.39045334,10.70140934,46.84118652,6.55711031,73.36716461,13.16036606,42.86739731,-1.91481638,62.7361412,-0.3808994,30.78373146,-3.592842579,34.89611053,7.227516651,32.92190552,-1.531234145,42.32094193,9.162199974,46.31115723,7.47885561,39.0258255,9.266169548,62.17189026,-2.612593889,39.03645325,2.532645941,95.64172363,country
rock.00000.3.wav,66149,0.454366952,0.082007229,0.14723,0.005079,2291.753,278502.4,2220.499,109789.2,4850.934,1220984,0.114265,0.002494,-5.20E-05,0.013083,0.000131,0.005457,117.4538,-87.7967,4718.371,97.59057,438.3675,-22.628,300.7688,46.89117,202.6987,-22.215,304.3019,20.34371,199.9119,-13.5817,164.6832,21.31894,49.0656,-17.5132,82.91393,13.04736,110.5616,-16.335,119.079,6.65761,64.59775,-10.3455,34.05919,5.718585,52.72253,-10.2862,31.21045,6.436474,26.25137,-7.17979,53.93447,2.579488,25.88339,-6.68799,28.42063,1.914639,30.99789,rock
rock.00000.4.wav,66149,0.373500973,0.091553129,0.086347,0.001242,1843.991,133609,1971.424,46565.44,3755.473,581662.1,0.082279,0.000764,-3.05E-06,0.004977,3.81E-05,0.001728,117.4538,-150.918,1669.897,118.9499,278.1826,-27.7926,254.0845,36.85946,238.7398,-18.0227,163.3732,15.47013,123.4869,-13.6886,102.2775,15.09043,71.12821,-17.0933,50.51716,10.75289,62.87262,-12.8028,109.1431,5.768616,46.2309,-13.2031,31.58319,1.248328,33.60087,-4.63653,68.12244,6.150534,34.66539,-6.95833,15.6783,-0.91339,28.37938,-1.58823,25.81041,0.73711,21.07646,rock
blues.00000.8.wav,66149,0.347877383,0.094209172,0.13312991,0.002538164,1746.473502,138073.9312,1887.619723,117069.92,3586.934721,1057632.633,0.08766902,0.000821624,-8.14E-05,0.007612726,-5.87E-05,0.007005015,123.046875,-113.3731995,1945.646729,129.0392151,328.9809875,-31.37776375,337.1656494,42.99452972,116.7076797,-6.005670071,178.8069153,19.90250587,91.19867706,-18.3959446,68.30389404,18.18878555,83.41413116,-13.09365082,64.82707214,13.78528595,83.03253174,-10.41704845,52.80158615,8.280641556,30.85813141,-7.179648399,37.19620514,5.982778072,47.89522934,-9.880797386,58.45249557,-0.285936028,44.31145477,-4.370028973,29.87316704,2.114592075,33.84315491,-2.264662981,80.81239319,3.758598328,97.61883545,blues
disco.00000.1.wav,66149,0.496510386,0.08280877,0.128083006,0.004194247,2213.048564,813530.7077,2629.126652,201867.7299,4903.772912,4120161.249,0.079375751,0.004699608,-0.000398106,0.006185354,-0.00129454,0.008598992,117.4538352,-126.8587723,4685.067383,98.80844116,1353.684814,24.45031738,388.2317505,17.85996056,192.8667603,6.959019184,124.4557495,15.83373642,115.0055771,-4.050953865,78.14147949,2.548279047,85.99362946,0.131022885,43.58851242,-1.638765931,38.57961273,-4.902263641,56.24901581,-7.565989494,43.83721924,-4.308472633,35.67393875,-1.163308859,43.9287796,-4.667314529,32.12373734,-2.556262255,27.19336319,-3.724436522,18.67902565,2.962331057,25.39468575,-5.17198658,29.3375206,-4.625926971,30.35505104,disco
disco.00000.6.wav,66149,0.424343944,0.084244676,0.159001425,0.002731524,2150.620299,502409.475,2452.851365,205503.7528,4512.365535,3194542.536,0.087601412,0.0022792,-0.000169374,0.016612809,-0.00118854,0.005399038,112.3471467,-96.25000763,2930.035156,96.9174881,867.9493408,-0.716093063,417.2662354,18.27358627,224.5723572,16.99632645,168.0330505,15.73404217,189.1963806,-0.094119377,124.63311,10.84475327,82.04122925,2.814943314,70.22039032,0.390063465,40.30205154,-2.642983913,113.1270752,-7.500902176,100.4308777,-5.852286816,83.35489655,3.216408253,51.81811142,0.572784185,41.01528549,-1.466723323,67.45603943,-5.406454086,43.43883133,0.155997053,33.97451401,-6.415174961,53.09168243,-3.636692047,36.78129959,disco
hiphop.00000.5.wav,66149,0.520501614,0.070668802,0.107670508,0.00260824,2935.735879,413427.9176,2583.067704,64558.89945,6197.007399,1013455.46,0.165009014,0.004061881,-0.015324403,0.002081171,-0.002257916,0.008591934,117.4538352,-89.46388245,3486.830811,77.54254913,611.6357422,-16.92790413,403.9925537,29.55246925,265.3514709,-20.72643089,72.9651413,28.112854,92.54174805,-18.6340332,45.73255539,24.27252769,54.74110794,-11.90759945,53.70266724,21.79973602,38.51080322,-16.15944099,92.07485199,10.73776817,39.04362869,-13.21643829,65.27980042,9.204471588,40.27806473,-8.926838875,37.27262497,9.530468941,27.81928635,-7.306044579,35.7901535,7.827302456,23.42486572,-9.158259392,25.79055405,-0.302088916,23.89203262,hiphop
classical.00000.0.wav,66149,0.255330563,0.080392689,0.032510288,7.46E-05,1599.272683,18567.08102,1675.591596,20596.85173,2928.515625,148065.1363,0.106610577,0.00027152,-2.13E-05,0.000902982,-0.000153183,4.63E-05,95.703125,-260.6734009,356.8354797,133.8230133,84.86183929,-36.12821198,96.46585083,36.4944458,106.0225067,-11.12329674,25.13582802,29.24653435,30.18629074,-18.62273979,34.66252899,8.853854179,33.17880249,-11.80921936,44.46927643,25.13092041,65.26454163,-1.943104863,62.18190765,12.99727058,31.38088226,-20.94135284,84.07077026,-10.46561146,81.88768005,-1.527724743,76.71513367,13.20661068,55.25709534,-1.666343093,104.9162598,4.5250144,69.80641174,-0.89788866,110.0991745,4.160629272,194.1090698,classical
jazz.00000.2.wav,66149,0.310052693,0.087600335,0.05378424,0.00132891,2104.930073,389618.8552,2045.638378,201275.3181,3918.628869,1977883.434,0.119335938,0.001270953,-0.000644996,0.001758121,-0.00026984,0.000922868,89.10290948,-191.0992432,6114.259766,103.9618683,1550.987549,-38.84815216,162.5788422,1.003363252,113.8176956,-8.429316521,63.03721619,-3.644206047,43.25315475,-5.941956997,51.04735947,-4.246644974,16.45168686,-6.89858675,15.89007664,-4.447253227,40.38043213,-3.397993803,34.38409042,-0.361548901,45.5951767,-1.675957799,47.11716461,-2.910608292,28.62315559,-4.575520039,33.33713913,-3.386772156,30.47287369,-2.096506357,20.72447586,3.123753786,66.09412384,1.297767162,56.59436035,-3.083810806,83.86426544,jazz
metal.00000.8.wav,66149,0.481124103,0.072331592,0.120847,0.000204,3374.762,303915.8,2882.568,126597.7,6791.407,1553590,0.173332,0.001348,0.000317,0.007197,0.002512,0.002674,95.70313,-50.1592,195.0875,47.29792,153.2273,-3.28599,199.5111,41.50903,98.45679,11.19121,126.4971,11.2528,47.06628,4.116348,72.1049,7.610732,59.20438,9.68007,47.26638,8.972054,51.9977,-1.26992,56.88291,8.975667,48.81942,2.678598,41.80857,3.51,80.54432,-4.19179,39.77912,-3.43624,48.70297,-6.44185,36.7506,1.654492,26.45148,0.254519,64.14539,0.538413,33.6399,metal
country.00000.5.wav,66149,0.389109284,0.077682316,0.238148138,0.001164177,2817.863346,210672.0616,2759.414901,49713.35101,5999.978591,1071583.22,0.131144832,0.001019004,1.31E-05,0.042008825,-0.00098703,0.005375561,83.35433468,-1.557024717,442.2263184,69.66411591,194.5826111,-2.328014374,98.02722168,29.39020729,79.73832703,10.98329353,87.87192535,12.28443336,56.52155685,5.199305058,120.3119507,7.968699455,83.6230545,4.353965759,36.97546005,11.95556068,55.19799423,-1.187165022,47.0812645,-0.327206045,37.07339859,-4.960633278,26.75292015,3.231070518,43.88166428,2.978002787,28.07173538,5.178151131,47.01618195,-0.56056416,38.93002701,5.737185001,39.69177246,5.722915649,33.81677628,4.064596653,56.7153511,country
reggae.00000.9.wav,66149,0.33091563,0.082904719,0.097501,0.001384,2104.326,162193.8,2251.722,130054.1,4704.508,1668518,0.09319,0.000627,2.81E-06,0.005049,1.09E-05,0.002699,123.0469,-134.763,2199.059,109.5617,315.6292,-18.8061,415.0669,31.88692,243.4292,-9.17996,163.7744,23.43528,192.2215,-23.3231,121.0377,17.92092,106.8205,-12.7912,69.34369,24.20254,98.68998,-13.7255,48.68235,9.008214,111.3933,-12.6405,73.32873,3.374604,50.07089,-12.1634,103.972,-2.34942,63.15302,-8.2815,68.50707,5.677911,53.57753,-3.54368,58.84715,1.237207,33.34845,reggae
classical.00000.4.wav,66149,0.269611031,0.084947929,0.045155708,0.000475616,1477.712706,21448.14545,1569.311614,20844.07851,2783.580604,93369.14168,0.09049354,0.000286111,-6.80E-05,0.001864625,-0.000101003,0.000133736,184.5703125,-240.182312,2502.370117,141.89711,165.9291687,-36.95008087,124.4283066,32.32521057,193.4676819,-13.67481136,53.99414063,16.68603706,50.09836197,-8.3510952,107.4054184,10.52559757,48.37201691,-17.00645828,39.7219696,4.205134392,66.66311646,-9.140548706,33.28466797,4.058886051,37.53901672,-0.554184914,56.00455093,5.584707737,92.47677612,1.41812253,71.10641479,3.043317556,62.71202469,-0.079564258,89.5847168,2.686024904,65.18203735,-1.290077806,105.8299866,-4.315813065,79.88237762,classical
