filename,length,chroma_stft_mean,label
disco.00046.wav,661504,0.376340747,disco
classical.00031.wav,661794,0.303265631,classical
classical.00073.wav,661794,0.216319218,classical
jazz.00013.wav,661794,0.314324617,jazz
reggae.00064.wav,661504,0.416665852,reggae
disco.00084.wav,661504,0.503477156,disco
metal.00015.wav,661504,0.485148013,metal
jazz.00039.wav,661794,0.247629553,jazz
reggae.00080.wav,661504,0.476925582,reggae
disco.00031.wav,661794,0.417212486,disco
classical.00002.wav,661794,0.277958095,classical
pop.00062.wav,661504,0.329793841,pop
rock.00058.wav,661794,0.301064044,rock
hiphop.00083.wav,661794,0.447766125,hiphop
reggae.00067.wav,661504,0.396072537,reggae
hiphop.00038.wav,675808,0.398339659,hiphop
jazz.00050.wav,669240,0.410087079,jazz
country.00001.wav,661760,0.414032489,country
hiphop.00008.wav,661794,0.453622907,hiphop
jazz.00009.wav,661794,0.267192185,jazz
disco.00074.wav,661504,0.402915508,disco
hiphop.00031.wav,661408,0.479805857,hiphop
metal.00058.wav,661794,0.461526603,metal
pop.00001.wav,661504,0.412993103,pop
reggae.00090.wav,661504,0.469879389,reggae
disco.00020.wav,661794,0.34250626,disco
country.00036.wav,661794,0.344721764,country
country.00085.wav,661794,0.337893397,country
classical.00071.wav,661794,0.208079696,classical
jazz.00059.wav,672100,0.316407621,jazz
metal.00081.wav,661504,0.517781734,metal
rock.00051.wav,661794,0.368741363,rock
blues.00082.wav,661794,0.339175195,blues
jazz.00097.wav,661794,0.224049151,jazz
hiphop.00047.wav,661794,0.449333817,hiphop
metal.00000.wav,661504,0.487715542,metal
metal.00005.wav,661504,0.422442824,metal
metal.00031.wav,661504,0.446262538,metal
reggae.00021.wav,661794,0.39008069,reggae
disco.00037.wav,661794,0.454471767,disco
reggae.00029.wav,661794,0.428854614,reggae
disco.00042.wav,661794,0.394021511,disco
hiphop.00091.wav,661794,0.533724487,hiphop
disco.00043.wav,661794,0.420189291,disco
classical.00084.wav,661794,0.245793417,classical
metal.00024.wav,661504,0.478725195,metal
metal.00067.wav,661504,0.46917063,metal
blues.00028.wav,661794,0.276155472,blues
disco.00073.wav,661504,0.446326256,disco
blues.00063.wav,661794,0.330231369,blues
jazz.00074.wav,661794,0.294886738,jazz
reggae.00072.wav,661504,0.432845771,reggae
metal.00078.wav,661504,0.533736885,metal
metal.00023.wav,661504,0.527249634,metal
metal.00012.wav,661504,0.605013371,metal
disco.00070.wav,661504,0.455567092,disco
country.00013.wav,661794,0.36808905,country
classical.00021.wav,661794,0.2667467,classical
rock.00053.wav,661794,0.409180999,rock
pop.00099.wav,661504,0.360387415,pop
disco.00018.wav,661794,0.369897395,disco
hiphop.00026.wav,669680,0.475586027,hiphop
country.00098.wav,661794,0.270818174,country
country.00071.wav,661794,0.292615712,country
country.00084.wav,661794,0.319836736,country
disco.00086.wav,661504,0.39506793,disco
classical.00005.wav,661794,0.268530279,classical
reggae.00015.wav,661794,0.358512223,reggae
rock.00089.wav,661794,0.343338788,rock
pop.00093.wav,661504,0.415297747,pop
hiphop.00066.wav,661794,0.409530252,hiphop
pop.00085.wav,661504,0.443832934,pop
disco.00034.wav,661794,0.357663065,disco
disco.00000.wav,664180,0.445476502,disco
disco.00094.wav,661504,0.416820794,disco
rock.00055.wav,661794,0.431646705,rock
hiphop.00063.wav,661794,0.445558488,hiphop
hiphop.00086.wav,661794,0.479745269,hiphop
disco.00059.wav,661504,0.403650433,disco
metal.00043.wav,661794,0.438274652,metal
rock.00059.wav,661794,0.339422941,rock
pop.00004.wav,661504,0.384295791,pop
blues.00024.wav,661794,0.263112217,blues
hiphop.00049.wav,661794,0.48434341,hiphop
hiphop.00033.wav,665280,0.500074983,hiphop
country.00021.wav,661794,0.289202034,country
metal.00088.wav,661504,0.42148295,metal
reggae.00052.wav,661504,0.502261996,reggae
country.00043.wav,661794,0.403080136,country
metal.00099.wav,661794,0.516336739,metal
metal.00047.wav,661794,0.431055278,metal
pop.00074.wav,661504,0.349366695,pop
classical.00006.wav,661794,0.26147446,classical
rock.00087.wav,661794,0.392847627,rock
pop.00080.wav,661504,0.433511227,pop
blues.00002.wav,661794,0.363637179,blues
country.00044.wav,661794,0.360100687,country
pop.00049.wav,661504,0.32267502,pop
disco.00098.wav,661504,0.440995067,disco
jazz.00048.wav,661794,0.282599658,jazz
jazz.00076.wav,661794,0.30320397,jazz
metal.00020.wav,661504,0.495958686,metal
rock.00091.wav,661794,0.443506896,rock
jazz.00066.wav,667480,0.257768482,jazz
country.00046.wav,661794,0.374236643,country
classical.00027.wav,661794,0.240692601,classical
jazz.00084.wav,661794,0.392989427,jazz
hiphop.00051.wav,661794,0.39342472,hiphop
classical.00098.wav,661794,0.289919347,classical
hiphop.00099.wav,661504,0.430809021,hiphop
classical.00003.wav,661794,0.234229311,classical
classical.00094.wav,661794,0.368877441,classical
jazz.00004.wav,661794,0.171939209,jazz
jazz.00018.wav,661794,0.353473574,jazz
blues.00070.wav,661794,0.322809219,blues
hiphop.00067.wav,661794,0.498267174,hiphop
country.00016.wav,661794,0.322488755,country
disco.00010.wav,661760,0.437690884,disco
country.00005.wav,666820,0.416060567,country
pop.00058.wav,661504,0.340143234,pop
blues.00083.wav,661794,0.427291185,blues
rock.00057.wav,661794,0.390014112,rock
country.00003.wav,661408,0.376894414,country
metal.00026.wav,661504,0.484610051,metal
reggae.00009.wav,661794,0.383111179,reggae
jazz.00080.wav,661794,0.370623291,jazz
blues.00006.wav,661794,0.291327983,blues
reggae.00056.wav,661504,0.370393306,reggae
metal.00044.wav,661794,0.469605088,metal
reggae.00010.wav,661794,0.294789821,reggae
pop.00061.wav,661504,0.455635518,pop
country.00056.wav,661794,0.319219887,country
classical.00077.wav,661794,0.219036281,classical
metal.00027.wav,661504,0.474716127,metal
metal.00079.wav,661504,0.472405553,metal
reggae.00084.wav,661504,0.322628528,reggae
metal.00040.wav,661794,0.509268582,metal
rock.00046.wav,661794,0.361459196,rock
jazz.00046.wav,661794,0.250492632,jazz
classical.00097.wav,661794,0.22226508,classical
rock.00095.wav,661794,0.352062762,rock
pop.00098.wav,661504,0.399727434,pop
blues.00068.wav,661794,0.289839417,blues
metal.00033.wav,661504,0.480248243,metal
hiphop.00084.wav,661794,0.513272762,hiphop
pop.00097.wav,661504,0.466970384,pop
reggae.00045.wav,661504,0.457618147,reggae
classical.00053.wav,670120,0.30410403,classical
hiphop.00048.wav,661794,0.416262597,hiphop
country.00088.wav,661794,0.353735685,country
pop.00011.wav,661504,0.225680292,pop
country.00028.wav,661794,0.318227351,country
jazz.00016.wav,661794,0.249535218,jazz
hiphop.00040.wav,675808,0.345766008,hiphop
blues.00089.wav,661794,0.348474711,blues
blues.00040.wav,661794,0.397995919,blues
classical.00022.wav,661794,0.276256979,classical
metal.00006.wav,661504,0.434032679,metal
disco.00016.wav,667920,0.435249031,disco
metal.00011.wav,661504,0.510951281,metal
jazz.00042.wav,661794,0.285060704,jazz
pop.00063.wav,661504,0.31665656,pop
jazz.00025.wav,661794,0.268247098,jazz
pop.00068.wav,661504,0.407371253,pop
metal.00090.wav,661504,0.426987022,metal
hiphop.00075.wav,661794,0.451150805,hiphop
hiphop.00057.wav,661794,0.400395215,hiphop
classical.00082.wav,661794,0.282727569,classical
disco.00064.wav,661504,0.388259709,disco
reggae.00046.wav,661504,0.324288636,reggae
jazz.00073.wav,661794,0.332275897,jazz
pop.00008.wav,661504,0.403800011,pop
jazz.00065.wav,661794,0.247623011,jazz
metal.00070.wav,661504,0.414736241,metal
rock.00049.wav,661794,0.396285176,rock
classical.00076.wav,661794,0.26038757,classical
blues.00018.wav,661794,0.2699323,blues
disco.00083.wav,661504,0.414105326,disco
disco.00068.wav,661504,0.416180462,disco
classical.00000.wav,661794,0.252391934,classical
pop.00031.wav,661504,0.366081059,pop
country.00022.wav,661794,0.321503371,country
pop.00037.wav,661504,0.451824963,pop
blues.00078.wav,661794,0.414176226,blues
hiphop.00055.wav,661794,0.390397847,hiphop
reggae.00038.wav,661794,0.373706371,reggae
rock.00016.wav,661794,0.461526603,rock
blues.00034.wav,661794,0.262363791,blues
metal.00032.wav,661504,0.436501145,metal
rock.00044.wav,661794,0.311694115,rock
reggae.00027.wav,661794,0.403715312,reggae
metal.00034.wav,661504,0.40693301,metal
rock.00076.wav,661794,0.345583171,rock
blues.00016.wav,661794,0.304185569,blues
metal.00051.wav,661794,0.516728818,metal
rock.00004.wav,661794,0.372797877,rock
reggae.00028.wav,661794,0.487689227,reggae
disco.00040.wav,661794,0.420887232,disco
reggae.00036.wav,661794,0.434648544,reggae
rock.00071.wav,661794,0.454340726,rock
country.00065.wav,661794,0.282831728,country
hiphop.00043.wav,675808,0.444661021,hiphop
hiphop.00087.wav,661794,0.583706439,hiphop
hiphop.00072.wav,661794,0.437933892,hiphop
rock.00031.wav,661794,0.369134068,rock
metal.00009.wav,661504,0.527148962,metal
disco.00051.wav,661504,0.460378885,disco
classical.00059.wav,661794,0.282641292,classical
pop.00032.wav,661504,0.426759362,pop
rock.00030.wav,661794,0.390347421,rock
classical.00046.wav,661760,0.346803337,classical
pop.00029.wav,661504,0.354670137,pop
rock.00056.wav,661794,0.488326818,rock
pop.00019.wav,661504,0.376470894,pop
hiphop.00056.wav,661794,0.491658241,hiphop
blues.00099.wav,661794,0.370214701,blues
rock.00012.wav,661794,0.338815898,rock
rock.00068.wav,661794,0.401931465,rock
jazz.00075.wav,661794,0.293696195,jazz
metal.00087.wav,661504,0.516546607,metal
rock.00020.wav,661794,0.397959679,rock
metal.00019.wav,661504,0.555231929,metal
blues.00091.wav,661794,0.422056139,blues
classical.00051.wav,661344,0.381394237,classical
country.00072.wav,661794,0.344993681,country
classical.00087.wav,661794,0.274358183,classical
country.00027.wav,661794,0.391827524,country
pop.00094.wav,661504,0.333059669,pop
metal.00018.wav,661504,0.555554807,metal
disco.00072.wav,661504,0.434225976,disco
reggae.00081.wav,661504,0.473388731,reggae
reggae.00022.wav,661794,0.455531895,reggae
rock.00015.wav,661794,0.343731433,rock
pop.00045.wav,661504,0.412733227,pop
disco.00012.wav,663520,0.428320736,disco
pop.00073.wav,661504,0.423533618,pop
hiphop.00052.wav,661794,0.46117869,hiphop
hiphop.00013.wav,661794,0.340300232,hiphop
classical.00085.wav,661794,0.309778929,classical
classical.00075.wav,661794,0.217361316,classical
metal.00021.wav,661504,0.525527,metal
jazz.00070.wav,661794,0.276500762,jazz
country.00038.wav,661794,0.367408723,country
disco.00090.wav,661504,0.485229105,disco
disco.00030.wav,661794,0.450151235,disco
blues.00065.wav,661794,0.292837381,blues
country.00017.wav,661794,0.357340425,country
reggae.00041.wav,661504,0.373655558,reggae
blues.00062.wav,661794,0.311872631,blues
disco.00003.wav,668140,0.495037168,disco
hiphop.00014.wav,661794,0.489699095,hiphop
metal.00069.wav,661504,0.454117805,metal
reggae.00051.wav,661504,0.569505513,reggae
jazz.00051.wav,661794,0.273987263,jazz
metal.00065.wav,661794,0.469605088,metal
pop.00083.wav,661504,0.298182935,pop
hiphop.00016.wav,661794,0.467463851,hiphop
pop.00055.wav,661504,0.43271789,pop
blues.00048.wav,661794,0.379529446,blues
blues.00092.wav,661794,0.390913635,blues
disco.00097.wav,661504,0.414972514,disco
reggae.00077.wav,661504,0.395406723,reggae
country.00040.wav,661794,0.373474509,country
country.00018.wav,661794,0.370026588,country
blues.00094.wav,661794,0.376684606,blues
country.00020.wav,661794,0.365293175,country
disco.00014.wav,661344,0.436164588,disco
pop.00000.wav,661504,0.389631391,pop
reggae.00082.wav,661504,0.473388731,reggae
classical.00086.wav,661794,0.312068433,classical
jazz.00044.wav,661794,0.276483238,jazz
country.00093.wav,661794,0.251088053,country
disco.00032.wav,661794,0.368344963,disco
blues.00020.wav,661794,0.302611619,blues
classical.00039.wav,661794,0.270803541,classical
blues.00015.wav,661794,0.269690424,blues
pop.00046.wav,661504,0.415095448,pop
disco.00089.wav,661504,0.429717511,disco
hiphop.00098.wav,661794,0.533313155,hiphop
country.00063.wav,661794,0.333896637,country
country.00054.wav,661794,0.312862366,country
country.00023.wav,661794,0.30537191,country
pop.00014.wav,661504,0.425822258,pop
blues.00037.wav,661794,0.248634085,blues
